reg_no,admission,admn_recpt,inst_1_due,inst_1_dt,i_1_recpt,inst_2_due,inst_2_dt,i_2_recpt,inst_3_due,inst_3_dt,i_3_recpt,inst_4_due,inst_4_dt,i_4_recpt,inst_5_due,inst_5_dt,i_5_recpt,inst_6_due,inst_6_dt,i_6_recpt,inst_7_due,inst_7_dt,i_7_recpt,inst_8_due,inst_8_dt,i_8_recpt,session,ses_half,Centre_Id,sem_payabl,sem_paypart,USER
YS-N24/29-2900203/2011,21/06/2011,537.0,11/07/2011,09/07/2011,846.0,10/08/2011,22/08/2011,1551.0,10/09/2011,06/09/2011,1658.0,15/10/2011,04/11/2011,2482.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2800.0,500.0,UNKNOWN
YS-N24/29-2900204/2011,22/06/2011,538.0,11/07/2011,09/07/2011,821.0,10/08/2011,11/08/2011,1367.0,10/09/2011,10/09/2011,1821.0,15/10/2011,15/10/2011,2283.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2200581/2011,22/06/2011,539.0,10/06/2011,22/06/2011,540.0,11/07/2011,08/07/2011,770.0,10/08/2011,29/07/2011,1112.0,10/09/2011,05/09/2011,1619.0,15/10/2011,12/10/2011,2132.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2900205/2011,22/06/2011,541.0,11/07/2011,05/07/2011,677.0,10/08/2011,04/08/2011,1161.0,10/09/2011,06/09/2011,1671.0,15/10/2011,13/10/2011,2208.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900206/2011,22/06/2011,543.0,11/07/2011,09/07/2011,859.0,10/08/2011,16/08/2011,1488.0,10/09/2011,13/09/2011,1945.0,15/10/2011,29/09/2011,2062.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900207/2011,22/06/2011,544.0,11/07/2011,19/07/2011,1074.0,10/08/2011,09/08/2011,1285.0,10/09/2011,10/09/2011,1863.0,15/10/2011,18/10/2011,2381.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900208/2011,22/06/2011,545.0,11/07/2011,,0.0,10/08/2011,,0.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900209/2011,22/06/2011,546.0,11/07/2011,11/07/2011,947.0,10/08/2011,13/08/2011,1472.0,10/09/2011,13/09/2011,1961.0,15/10/2011,15/10/2011,2333.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900210/2011,23/06/2011,548.0,11/07/2011,11/07/2011,924.0,10/08/2011,09/08/2011,1271.0,10/09/2011,10/09/2011,1838.0,15/10/2011,15/10/2011,2299.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-1900052/2011,23/06/2011,549.0,10/06/2011,23/06/2011,550.0,11/07/2011,07/07/2011,738.0,10/08/2011,04/08/2011,1158.0,10/09/2011,10/09/2011,1854.0,15/10/2011,01/10/2011,2095.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2900211/2011,23/06/2011,551.0,11/07/2011,12/07/2011,971.0,10/08/2011,11/08/2011,1387.0,10/09/2011,15/09/2011,1981.0,15/10/2011,03/11/2011,2477.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900212/2011,23/06/2011,552.0,11/07/2011,09/07/2011,897.0,10/08/2011,11/08/2011,1398.0,10/09/2011,13/09/2011,1954.0,15/10/2011,18/10/2011,2388.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900213/2011,23/06/2011,553.0,11/07/2011,05/07/2011,693.0,10/08/2011,02/08/2011,1130.0,10/09/2011,13/09/2011,1955.0,15/10/2011,18/10/2011,2393.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900214/2011,23/06/2011,554.0,11/07/2011,06/07/2011,695.0,10/08/2011,,0.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900215/2011,23/06/2011,555.0,11/07/2011,13/07/2011,993.0,10/08/2011,21/09/2011,2038.0,10/09/2011,21/09/2011,2038.0,15/10/2011,12/12/2011,2510.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900216/2011,23/06/2011,556.0,11/07/2011,,0.0,10/08/2011,,0.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900217/2011,23/06/2011,557.0,11/07/2011,06/07/2011,710.0,10/08/2011,05/08/2011,1182.0,10/09/2011,05/09/2011,1632.0,15/10/2011,30/09/2011,2076.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900218/2011,23/06/2011,558.0,11/07/2011,08/07/2011,819.0,10/08/2011,12/08/2011,1438.0,10/09/2011,07/09/2011,1729.0,15/10/2011,14/10/2011,2274.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900219/2011,24/06/2011,559.0,11/07/2011,10/08/2011,1317.0,10/08/2011,10/08/2011,1332.0,10/09/2011,09/09/2011,1773.0,15/10/2011,21/09/2011,2037.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900220/2011,24/06/2011,560.0,11/07/2011,14/07/2011,1021.0,10/08/2011,20/08/2011,1542.0,10/09/2011,17/09/2011,2011.0,15/10/2011,29/10/2011,2459.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900221/2011,24/06/2011,561.0,11/07/2011,09/07/2011,906.0,10/08/2011,11/08/2011,1397.0,10/09/2011,15/09/2011,1990.0,15/10/2011,08/11/2011,2488.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900222/2011,25/06/2011,563.0,11/07/2011,,0.0,10/08/2011,,0.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900223/2011,25/06/2011,564.0,11/07/2011,09/07/2011,864.0,10/08/2011,,0.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900224/2011,25/06/2011,565.0,11/07/2011,09/07/2011,866.0,10/08/2011,,0.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900225/2011,25/06/2011,566.0,11/07/2011,09/07/2011,865.0,10/08/2011,13/08/2011,1467.0,10/09/2011,16/09/2011,2000.0,15/10/2011,09/11/2011,2491.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2700218/2011,25/06/2011,567.0,10/06/2011,25/06/2011,568.0,11/07/2011,14/07/2011,1024.0,10/08/2011,16/09/2011,1993.0,10/09/2011,16/09/2011,1993.0,15/10/2011,03/11/2011,2475.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2900226/2011,25/06/2011,569.0,11/07/2011,12/07/2011,972.0,10/08/2011,11/08/2011,1390.0,10/09/2011,03/09/2011,1602.0,15/10/2011,01/10/2011,2112.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900227/2011,25/06/2011,570.0,11/07/2011,,0.0,10/08/2011,,0.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900228/2011,25/06/2011,571.0,11/07/2011,09/07/2011,857.0,10/08/2011,09/08/2011,1277.0,10/09/2011,15/09/2011,1982.0,15/10/2011,15/10/2011,2311.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900229/2011,25/06/2011,572.0,11/07/2011,09/07/2011,905.0,10/08/2011,16/08/2011,1496.0,10/09/2011,06/09/2011,1690.0,15/10/2011,18/10/2011,2397.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900230/2011,27/06/2011,574.0,11/07/2011,08/07/2011,795.0,10/08/2011,12/08/2011,1433.0,10/09/2011,09/09/2011,1799.0,15/10/2011,14/10/2011,2269.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900231/2011,27/06/2011,575.0,11/07/2011,09/07/2011,889.0,10/08/2011,16/08/2011,1495.0,10/09/2011,13/09/2011,1956.0,15/10/2011,18/10/2011,2369.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2700175/2011,27/06/2011,576.0,10/06/2011,27/06/2011,578.0,11/07/2011,09/07/2011,855.0,10/08/2011,18/08/2011,1520.0,10/09/2011,10/09/2011,1865.0,15/10/2011,15/10/2011,2304.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2700042/2011,27/06/2011,577.0,10/06/2011,27/06/2011,579.0,11/07/2011,09/07/2011,856.0,10/08/2011,09/08/2011,1281.0,10/09/2011,10/09/2011,1864.0,15/10/2011,01/10/2011,2109.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2900232/2011,27/06/2011,580.0,11/07/2011,11/07/2011,929.0,10/08/2011,,0.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900233/2011,27/06/2011,581.0,11/07/2011,11/07/2011,919.0,10/08/2011,06/08/2011,1227.0,10/09/2011,13/09/2011,1943.0,15/10/2011,12/10/2011,2142.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2700172/2011,27/06/2011,582.0,10/06/2011,27/06/2011,583.0,11/07/2011,05/07/2011,673.0,10/08/2011,06/08/2011,1207.0,10/09/2011,17/10/2011,2364.0,15/10/2011,17/10/2011,2364.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2900234/2011,27/06/2011,584.0,11/07/2011,06/07/2011,715.0,10/08/2011,05/08/2011,1186.0,10/09/2011,07/09/2011,1719.0,15/10/2011,12/10/2011,2151.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900235/2011,27/06/2011,585.0,11/07/2011,06/07/2011,717.0,10/08/2011,05/08/2011,1187.0,10/09/2011,05/09/2011,1639.0,15/10/2011,12/10/2011,2150.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900236/2011,27/06/2011,586.0,11/07/2011,08/07/2011,790.0,10/08/2011,05/08/2011,1185.0,10/09/2011,07/09/2011,1717.0,15/10/2011,26/09/2011,2052.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900237/2011,28/06/2011,587.0,11/07/2011,06/07/2011,720.0,10/08/2011,12/08/2011,1451.0,10/09/2011,09/09/2011,1812.0,15/10/2011,12/10/2011,2162.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900238/2011,28/06/2011,588.0,11/07/2011,05/07/2011,694.0,10/08/2011,06/08/2011,1232.0,10/09/2011,06/09/2011,1694.0,15/10/2011,15/10/2011,2338.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900239/2011,28/06/2011,589.0,11/07/2011,09/07/2011,900.0,10/08/2011,11/08/2011,1401.0,10/09/2011,08/09/2011,1760.0,15/10/2011,20/10/2011,2426.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900240/2011,28/06/2011,590.0,11/07/2011,09/07/2011,901.0,10/08/2011,11/08/2011,1400.0,10/09/2011,08/09/2011,1761.0,15/10/2011,20/10/2011,2425.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900241/2011,28/06/2011,591.0,11/07/2011,12/07/2011,978.0,10/08/2011,09/08/2011,1275.0,10/09/2011,10/09/2011,1860.0,15/10/2011,13/10/2011,2210.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900242/2011,28/06/2011,592.0,11/07/2011,14/07/2011,1020.0,10/08/2011,09/08/2011,1276.0,10/09/2011,10/09/2011,1859.0,15/10/2011,15/10/2011,2305.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900243/2011,28/06/2011,593.0,11/07/2011,16/07/2011,1053.0,10/08/2011,06/08/2011,1212.0,10/09/2011,10/09/2011,1861.0,15/10/2011,13/10/2011,2207.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900244/2011,28/06/2011,594.0,11/07/2011,08/07/2011,797.0,10/08/2011,,0.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900245/2011,28/06/2011,596.0,11/07/2011,05/07/2011,675.0,10/08/2011,16/08/2011,1486.0,10/09/2011,20/09/2011,2029.0,15/10/2011,18/10/2011,2376.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900246/2011,28/06/2011,597.0,11/07/2011,05/07/2011,676.0,10/08/2011,11/08/2011,1391.0,10/09/2011,08/09/2011,1749.0,15/10/2011,20/09/2011,2032.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2700133/2011,28/06/2011,598.0,10/06/2011,28/06/2011,599.0,11/07/2011,05/07/2011,692.0,10/08/2011,09/08/2011,1302.0,10/09/2011,06/09/2011,1686.0,15/10/2011,15/11/2011,2500.0,,,0.0,,,0.0,,,0.0,29,A,N24,3200.0,500.0,UNKNOWN
YS-N24/29-2900247/2011,29/06/2011,601.0,11/07/2011,25/07/2011,1098.0,10/08/2011,17/08/2011,1500.0,10/09/2011,12/09/2011,1914.0,15/10/2011,24/10/2011,2448.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900248/2011,29/06/2011,602.0,11/07/2011,23/07/2011,1092.0,10/08/2011,20/08/2011,1541.0,10/09/2011,10/09/2011,1845.0,15/10/2011,01/11/2011,2467.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900249/2011,29/06/2011,603.0,11/07/2011,14/07/2011,1029.0,10/08/2011,18/08/2011,1524.0,10/09/2011,12/09/2011,1928.0,15/10/2011,16/12/2011,2513.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2800.0,500.0,UNKNOWN
YS-N24/29-2900250/2011,29/06/2011,604.0,11/07/2011,08/07/2011,808.0,10/08/2011,10/08/2011,1359.0,10/09/2011,09/09/2011,1800.0,15/10/2011,30/09/2011,2081.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900251/2011,30/06/2011,605.0,11/07/2011,15/07/2011,1039.0,10/08/2011,12/08/2011,1432.0,10/09/2011,09/09/2011,1798.0,15/10/2011,17/10/2011,2359.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900252/2011,30/06/2011,606.0,11/07/2011,12/07/2011,976.0,10/08/2011,12/08/2011,1443.0,10/09/2011,09/09/2011,1815.0,15/10/2011,14/10/2011,2275.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900253/2011,30/06/2011,607.0,11/07/2011,16/07/2011,1062.0,10/08/2011,09/08/2011,1304.0,10/09/2011,10/09/2011,1886.0,15/10/2011,20/10/2011,2422.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900254/2011,30/06/2011,608.0,11/07/2011,09/07/2011,893.0,10/08/2011,,0.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900255/2011,30/06/2011,609.0,11/07/2011,07/07/2011,753.0,10/08/2011,04/08/2011,1163.0,10/09/2011,08/09/2011,1759.0,15/10/2011,03/11/2011,2478.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2800.0,500.0,UNKNOWN
YS-N24/29-2900256/2011,30/06/2011,610.0,11/07/2011,08/07/2011,811.0,10/08/2011,12/08/2011,1452.0,10/09/2011,02/09/2011,1592.0,15/10/2011,19/10/2011,2405.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900257/2011,01/07/2011,611.0,11/07/2011,11/07/2011,927.0,10/08/2011,10/08/2011,1350.0,10/09/2011,09/09/2011,1788.0,15/10/2011,14/10/2011,2257.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900258/2011,01/07/2011,612.0,11/07/2011,01/07/2011,613.0,10/08/2011,16/08/2011,1478.0,10/09/2011,15/09/2011,1974.0,15/10/2011,18/10/2011,2374.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900259/2011,01/07/2011,614.0,11/07/2011,04/07/2011,658.0,10/08/2011,12/08/2011,1436.0,10/09/2011,05/09/2011,1638.0,15/10/2011,28/09/2011,2057.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900260/2011,01/07/2011,615.0,11/07/2011,08/07/2011,791.0,10/08/2011,12/08/2011,1435.0,10/09/2011,07/09/2011,1718.0,15/10/2011,30/09/2011,2080.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900261/2011,01/07/2011,616.0,11/07/2011,07/07/2011,737.0,10/08/2011,04/08/2011,1157.0,10/09/2011,06/09/2011,1663.0,15/10/2011,18/10/2011,2378.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900262/2011,01/07/2011,617.0,11/07/2011,04/07/2011,655.0,10/08/2011,10/08/2011,1353.0,10/09/2011,05/09/2011,1629.0,15/10/2011,28/09/2011,2056.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900263/2011,01/07/2011,618.0,11/07/2011,04/07/2011,656.0,10/08/2011,12/08/2011,1425.0,10/09/2011,05/09/2011,1633.0,15/10/2011,17/10/2011,2356.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900264/2011,01/07/2011,619.0,11/07/2011,07/07/2011,747.0,10/08/2011,06/08/2011,1215.0,10/09/2011,06/09/2011,1669.0,15/10/2011,15/10/2011,2310.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900265/2011,01/07/2011,620.0,11/07/2011,07/07/2011,748.0,10/08/2011,06/08/2011,1210.0,10/09/2011,06/09/2011,1673.0,15/10/2011,29/10/2011,2460.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900266/2011,01/07/2011,622.0,11/07/2011,07/07/2011,759.0,10/08/2011,,0.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900267/2011,02/07/2011,625.0,11/07/2011,08/07/2011,794.0,10/08/2011,17/08/2011,1505.0,10/09/2011,09/09/2011,1796.0,15/10/2011,12/10/2011,2153.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900268/2011,02/07/2011,626.0,11/07/2011,08/07/2011,783.0,10/08/2011,03/08/2011,1139.0,10/09/2011,09/09/2011,1782.0,15/10/2011,14/10/2011,2246.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900269/2011,02/07/2011,627.0,11/07/2011,09/07/2011,849.0,10/08/2011,06/08/2011,1203.0,10/09/2011,08/09/2011,1742.0,15/10/2011,20/10/2011,2412.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900270/2011,02/07/2011,633.0,11/07/2011,02/07/2011,634.0,10/08/2011,06/08/2011,1205.0,10/09/2011,06/09/2011,1664.0,15/10/2011,13/10/2011,2202.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900271/2011,02/07/2011,635.0,11/07/2011,02/07/2011,636.0,10/08/2011,12/08/2011,1442.0,10/09/2011,05/09/2011,1640.0,15/10/2011,14/10/2011,2270.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2800.0,500.0,UNKNOWN
YS-N24/29-2900272/2011,02/07/2011,639.0,11/07/2011,02/07/2011,640.0,10/08/2011,19/08/2011,1535.0,10/09/2011,05/09/2011,1641.0,15/10/2011,15/10/2011,2331.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900273/2011,02/07/2011,641.0,11/07/2011,13/07/2011,997.0,10/08/2011,12/08/2011,1413.0,10/09/2011,20/09/2011,2030.0,15/10/2011,02/11/2011,2473.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900274/2011,04/07/2011,642.0,11/07/2011,11/07/2011,928.0,10/08/2011,03/08/2011,1138.0,10/09/2011,12/09/2011,1913.0,15/10/2011,12/10/2011,2134.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900275/2011,04/07/2011,643.0,11/07/2011,04/07/2011,644.0,10/08/2011,09/07/2011,850.0,10/09/2011,03/09/2011,1600.0,15/10/2011,01/10/2011,2098.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900276/2011,04/07/2011,649.0,11/07/2011,04/07/2011,650.0,10/08/2011,03/08/2011,1142.0,10/09/2011,16/09/2011,1996.0,15/10/2011,09/11/2011,2490.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900277/2011,05/07/2011,668.0,11/07/2011,05/07/2011,669.0,10/08/2011,06/08/2011,1213.0,10/09/2011,06/09/2011,1670.0,15/10/2011,13/10/2011,2209.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900278/2011,05/07/2011,670.0,11/07/2011,05/07/2011,671.0,10/08/2011,16/08/2011,1490.0,10/09/2011,10/09/2011,1862.0,15/10/2011,15/10/2011,2306.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900279/2011,05/07/2011,672.0,11/07/2011,11/07/2011,926.0,10/08/2011,09/08/2011,1264.0,10/09/2011,19/09/2011,2019.0,15/10/2011,12/10/2011,2137.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900280/2011,05/07/2011,690.0,11/07/2011,05/07/2011,691.0,10/08/2011,10/08/2011,1364.0,10/09/2011,07/09/2011,1728.0,15/10/2011,12/10/2011,2166.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900281/2011,06/07/2011,721.0,11/07/2011,11/07/2011,942.0,10/08/2011,09/08/2011,1307.0,10/09/2011,10/09/2011,1875.0,15/10/2011,12/10/2011,2146.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900282/2011,06/07/2011,723.0,11/07/2011,06/07/2011,724.0,10/08/2011,04/08/2011,1167.0,10/09/2011,06/09/2011,1689.0,15/10/2011,13/10/2011,2231.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900283/2011,07/07/2011,740.0,11/07/2011,07/07/2011,741.0,10/08/2011,07/07/2011,741.0,10/09/2011,07/07/2011,741.0,15/10/2011,07/07/2011,741.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900284/2011,08/07/2011,773.0,11/07/2011,08/07/2011,774.0,10/08/2011,09/08/2011,1266.0,10/09/2011,06/09/2011,1660.0,15/10/2011,01/10/2011,2099.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900285/2011,08/07/2011,781.0,11/07/2011,11/07/2011,925.0,10/08/2011,09/08/2011,1263.0,10/09/2011,08/09/2011,1741.0,15/10/2011,13/10/2011,2193.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900286/2011,08/07/2011,782.0,11/07/2011,09/07/2011,853.0,10/08/2011,06/08/2011,1204.0,10/09/2011,06/09/2011,1666.0,15/10/2011,01/10/2011,2100.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900287/2011,08/07/2011,784.0,11/07/2011,09/07/2011,848.0,10/08/2011,11/08/2011,1385.0,10/09/2011,06/09/2011,1667.0,15/10/2011,13/10/2011,2198.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900288/2011,08/07/2011,787.0,11/07/2011,19/07/2011,1073.0,10/08/2011,18/08/2011,1519.0,10/09/2011,23/09/2011,2046.0,15/10/2011,22/11/2011,2504.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
