reg_no,batchcode,lateral,course_ap1,course_ap2,course_ap3,n_reg_no_1,course_ad1,batch_no_1,n_reg_no_2,course_ad2,batch_no_2,n_reg_no_3,course_ad3,batch_no_3,Session,ses_half,already_dip,Centre,USER
YS-N24/70-7000307/2022,25,,ADITA,,,YS-N24/72-7000307/2023,ADITA,35005,,,,,,,,A,Y,,cic
YS-N24/70-7000308/2022,23,L,,,,,,,,,,,,,,A,N,,cic
YS-N24/70-7000309/2022,23,L,,,,,,,,,,,,,,A,N,,cic
YS-N24/70-7000310/2022,23,L,ADFAS,,,YS-N24/72-7000310/2023,ADFAS,33001,,,,,,,,A,N,,cic
YS-N24/70-7000311/2022,23,L,,,,,,,,,,,,,,A,N,,cic
YS-N24/70-7000313/2022,23,L,ADFAS,,,YS-N24/72-7000313/2023,ADFAS,33001,,,,,,,,A,N,,cic
YS-N24/70-6800362/2022,35,,ADITA,,,YS-N24/72-6800362/2023,ADITA,45001,,,,,,,,A,Y,,PROMITA
YS-N24/70-6800264/2022,35,,ADITA,,,YS-N24/72-6800264/2023,ADITA,45001,,,,,,,,A,Y,,cic
YS-N24/70-6800419/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800420/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800336/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800298/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800335/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800301/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800399/2022,35,,ADITA,,,YS-N24/72-6800399/2023,ADITA,45001,,,,,,,,A,Y,,PROMITA
YS-N24/70-7000122/2022,25,,ADITA,,,YS-N24/72-7000122/2023,ADITA,35003,,,,,,,,A,Y,,PROMITA
YS-N24/70-7000123/2022,25,,ADITA,,,YS-N24/72-7000123/2023,ADITA,35003,,,,,,,,A,Y,,PROMITA
YS-N24/70-7000124/2022,25,,ADITA,,,YS-N24/72-7000124/2023,ADITA,35005,,,,,,,,A,Y,,PROMITA
YS-N24/70-6800305/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800050/2022,33,,ADFAS,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800337/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800266/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000125/2022,25,,ADITA,,,YS-N24/72-7000125/2023,ADITA,35004,,,,,,,,A,Y,,PROMITA
YS-N24/70-6800292/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800389/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000126/2022,25,,CFAS(LAT),,,YS-N24/75-7500107/2023,CFAS(LAT),23051,,,,,,,,A,Y,,cic
YS-N24/70-6800380/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000127/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000128/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000129/2022,23,,ADFAS,,,YS-N24/72-7000129/2023,ADFAS,33001,,,,,,,,A,Y,,deba
YS-N24/70-7000130/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000131/2022,23,,ADFAS,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000132/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000133/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800253/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000134/2022,25,,ADITA,,,YS-N24/72-7000134/2023,ADITA,35004,,,,,,,,A,Y,,cic
YS-N24/70-7000135/2022,25,,ADITA,,,YS-N24/72-7000135/2023,ADITA,35001,,,,,,,,A,Y,,cic
YS-N24/70-7000136/2022,25,,ADITA,,,YS-N24/72-7000136/2023,ADITA,35001,,,,,,,,A,Y,,saheli
YS-N24/70-7000137/2022,25,,ADITA,,,YS-N24/72-7000137/2023,ADITA,35003,,,,,,,,A,Y,,PROMITA
YS-N24/70-7000138/2022,25,,ADITA,,,YS-N24/72-7000138/2023,ADITA,35003,,,,,,,,A,Y,,PROMITA
YS-N24/70-6800341/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800344/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800374/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800285/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000139/2022,25,,ADITA,,,YS-N24/72-7000139/2023,ADITA,35001,,,,,,,,A,Y,,PROMITA
YS-N24/70-7000140/2022,25,,ADITA,ADITA,,YS-N24/72-7000140/2023,ADITA,35004,YS-N24/72-7000140/2023,ADITA,35001,,,,,A,Y,,PROMITA
YS-N24/70-6800345/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000141/2022,25,,ADITA,,,YS-N24/72-7000141/2023,ADITA,35002,,,,,,,,A,Y,,PROMITA
YS-N24/70-7000142/2022,25,,ADITA,,,YS-N24/72-7000142/2023,ADITA,35002,,,,,,,,A,Y,,PROMITA
YS-N24/70-7000143/2022,25,,ADITA,,,YS-N24/72-7000143/2023,ADITA,35002,,,,,,,,A,Y,,PROMITA
YS-N24/70-7000144/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000145/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000146/2022,25,,ADITA,,,YS-N24/72-7000146/2023,ADITA,35003,,,,,,,,A,Y,,PROMITA
YS-N24/70-6800078/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800361/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000147/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6500123/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800231/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000148/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000149/2022,25,,ADITA,,,YS-N24/72-7000149/2023,ADITA,35003,,,,,,,,A,Y,,PROMITA
YS-N24/70-7000150/2022,25,,ADITA,,,YS-N24/72-7000150/2023,ADITA,35003,,,,,,,,A,Y,,PROMITA
YS-N24/70-7000151/2022,25,,ADITA,,,YS-N24/72-7000151/2023,ADITA,35005,,,,,,,,A,Y,,PROMITA
YS-N24/70-6800400/2022,35,,ADITA,,,YS-N24/72-6800400/2023,ADITA,45001,,,,,,,,A,Y,,PROMITA
YS-N24/70-6800397/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800401/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800404/2022,35,,ADITA,,,YS-N24/72-6800404/2023,ADITA,45002,,,,,,,,A,Y,,saheli
YS-N24/70-7000152/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000153/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000154/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800224/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000155/2022,25,,ADITA,ADITA,,YS-N24/72-7000155/2023,ADITA,35003,YS-N24/72-7000155/2023,ADITA,35004,,,,,A,Y,,PROMITA
YS-N24/70-7000156/2022,23,,ADFAS,,,YS-N24/72-7000156/2023,ADFAS,33001,,,,,,,,A,Y,,cic
YS-N24/70-7000157/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000158/2022,25,,ADITA,,,YS-N24/72-7000158/2023,ADITA,35003,,,,,,,,A,Y,,PROMITA
YS-N24/70-7000159/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000160/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800270/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6300134/2022,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/70-7000161/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000162/2022,25,,ADITA,,,YS-N24/72-7000162/2023,ADITA,35004,,,,,,,,A,Y,,PROMITA
YS-N24/70-6800317/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800405/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800311/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000163/2022,23,,ADFAS,,,YS-N24/72-7000163/2023,ADFAS,33001,,,,,,,,A,Y,,PROMITA
YS-N24/70-6800247/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000164/2022,25,,ADITA,,,YS-N24/72-7000164/2023,ADITA,35003,,,,,,,,A,Y,,PROMITA
YS-N24/70-7000165/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000166/2022,25,,ADITA,,,YS-N24/72-7000166/2023,ADITA,35004,,,,,,,,A,Y,,saheli
YS-N24/70-7000167/2022,25,,ADITA,,,YS-N24/72-7000167/2023,ADITA,35004,,,,,,,,A,Y,,PROMITA
YS-N24/70-7000168/2022,25,,ADITA,,,YS-N24/72-7000168/2023,ADITA,35005,,,,,,,,A,Y,,deba
YS-N24/70-7000169/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000170/2022,25,,CFAS(LAT),,,YS-N24/75-7500109/2023,CFAS(LAT),23051,,,,,,,,A,Y,,saheli
YS-N24/70-6800196/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800426/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800421/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000171/2022,25,,ADITA,,,YS-N24/72-7000171/2023,ADITA,35005,,,,,,,,A,Y,,PROMITA
YS-N24/70-7000172/2022,25,,ADITA,,,YS-N24/72-7000172/2023,ADITA,35003,,,,,,,,A,Y,,PROMITA
YS-N24/70-7000173/2022,23,,ADFAS,,,YS-N24/72-7000173/2023,ADFAS,33001,,,,,,,,A,Y,,PROMITA
YS-N24/70-7000174/2022,25,,ADITA,,,YS-N24/72-7000174/2023,ADITA,35002,,,,,,,,A,Y,,PROMITA
YS-N24/70-7000175/2022,25,,ADITA,,,YS-N24/72-7000175/2023,ADITA,35004,,,,,,,,A,Y,,deba
YS-N24/70-6800024/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800197/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000176/2022,25,,ADITA,,,YS-N24/72-7000176/2023,ADITA,35003,,,,,,,,A,Y,,PROMITA
YS-N24/70-7000177/2022,25,,ADITA,,,YS-N24/72-7000177/2023,ADITA,35003,,,,,,,,A,Y,,PROMITA
YS-N24/70-7000178/2022,25,,ADITA,,,YS-N24/72-7000178/2023,ADITA,35004,,,,,,,,A,Y,,deba
YS-N24/70-7000179/2022,25,,ADITA,,,YS-N24/72-7000179/2023,ADITA,35004,,,,,,,,A,Y,,deba
YS-N24/70-7000180/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000181/2022,25,,ADITA,,,YS-N24/72-7000181/2023,ADITA,35005,,,,,,,,A,Y,,saheli
