rollno,reg_no,time,date,lab,batch,batch1,term,session,ses_half,Centre,USER,Remarks
314.0,YS-N24/22-2200618/2009,9.00,17/01/2010,,21001,CCAD,F,22,B,N24,UNKNOWN,
315.0,YS-N24/22-2200629/2009,9.00,17/01/2010,,21001,CCAD,F,22,B,N24,UNKNOWN,
316.0,YS-N24/22-2200475/2009,9.00,17/01/2010,,21001,CCAD,F,22,B,N24,UNKNOWN,
317.0,YS-N24/22-2200721/2009,9.00,17/01/2010,,21001,CCAD,F,22,B,N24,UNKNOWN,
318.0,YS-N24/22-2200619/2009,9.00,17/01/2010,,21001,CCAD,F,22,B,N24,UNKNOWN,
319.0,YS-N24/22-2200707/2009,9.00,17/01/2010,,21001,CCAD,F,22,B,N24,UNKNOWN,
285.0,YS-N24/22-2200675/2009,9.00,17/01/2010,,27002,CCHM,F,22,B,N24,UNKNOWN,
286.0,YS-N24/22-2200686/2009,9.00,17/01/2010,,27002,CCHM,F,22,B,N24,UNKNOWN,
287.0,YS-N24/22-2200322/2009,9.00,17/01/2010,,27002,CCHM,F,22,B,N24,UNKNOWN,
634.0,YS-N24/22-2200639/2009,9.00,17/01/2010,,27001,CCHM,F,22,B,N24,UNKNOWN,
635.0,YS-N24/22-2200490/2009,9.00,17/01/2010,,27001,CCHM,F,22,B,N24,UNKNOWN,
636.0,YS-N24/22-2200611/2009,9.00,17/01/2010,,27001,CCHM,F,22,B,N24,UNKNOWN,
637.0,YS-N24/22-2200588/2009,9.00,17/01/2010,,27001,CCHM,F,22,B,N24,UNKNOWN,
638.0,YS-N24/22-2200311/2009,9.00,17/01/2010,,27001,CCHM,F,22,B,N24,UNKNOWN,
639.0,YS-N24/22-2200525/2009,9.00,17/01/2010,,27001,CCHM,F,22,B,N24,UNKNOWN,
640.0,YS-N24/22-2200623/2009,9.00,17/01/2010,,27001,CCHM,F,22,B,N24,UNKNOWN,
641.0,YS-N24/22-2200614/2009,10.30,17/01/2010,,27001,CCHM,F,22,B,N24,UNKNOWN,
642.0,YS-N24/22-2200489/2009,10.30,17/01/2010,,27001,CCHM,F,22,B,N24,UNKNOWN,
643.0,YS-N24/22-2200314/2009,10.30,17/01/2010,,27001,CCHM,F,22,B,N24,UNKNOWN,
644.0,YS-N24/22-2200306/2009,10.30,17/01/2010,,27001,CCHM,F,22,B,N24,UNKNOWN,
645.0,YS-N24/22-2200541/2009,10.30,17/01/2010,,27001,CCHM,F,22,B,N24,UNKNOWN,
646.0,YS-N24/22-2200542/2009,10.30,17/01/2010,,27001,CCHM,F,22,B,N24,UNKNOWN,
647.0,YS-N24/22-2200408/2009,10.30,17/01/2010,,27001,CCHM,F,22,B,N24,UNKNOWN,
648.0,YS-N24/22-2200305/2009,10.30,17/01/2010,,27001,CCHM,F,22,B,N24,UNKNOWN,
649.0,YS-N24/22-2200634/2009,10.30,17/01/2010,,27001,CCHM,F,22,B,N24,UNKNOWN,
650.0,YS-N24/22-2200492/2009,10.30,17/01/2010,,27001,CCHM,F,22,B,N24,UNKNOWN,
651.0,YS-N24/22-2200313/2009,12.00,17/01/2010,,27001,CCHM,F,22,B,N24,UNKNOWN,
652.0,YS-N24/22-2200289/2009,12.00,17/01/2010,,27002,CCHM,F,22,B,N24,UNKNOWN,
653.0,YS-N24/22-2200291/2009,12.00,17/01/2010,,27002,CCHM,F,22,B,N24,UNKNOWN,
654.0,YS-N24/22-2200604/2009,12.00,17/01/2010,,27002,CCHM,F,22,B,N24,UNKNOWN,
655.0,YS-N24/22-2200601/2009,12.00,17/01/2010,,27002,CCHM,F,22,B,N24,UNKNOWN,
656.0,YS-N24/22-2200600/2009,12.00,17/01/2010,,27002,CCHM,F,22,B,N24,UNKNOWN,
657.0,YS-N24/22-2200622/2009,12.00,17/01/2010,,27002,CCHM,F,22,B,N24,UNKNOWN,
658.0,YS-N24/22-2200687/2009,12.00,17/01/2010,,27002,CCHM,F,22,B,N24,UNKNOWN,
659.0,YS-N24/22-2200587/2009,12.00,17/01/2010,,27002,CCHM,F,22,B,N24,UNKNOWN,
660.0,YS-N24/22-2200620/2009,12.00,17/01/2010,,27002,CCHM,F,22,B,N24,UNKNOWN,
661.0,YS-N24/22-2200696/2009,13.30,17/01/2010,,27002,CCHM,F,22,B,N24,UNKNOWN,
662.0,YS-N24/22-2200684/2009,13.30,17/01/2010,,27002,CCHM,F,22,B,N24,UNKNOWN,
663.0,YS-N24/22-2200308/2009,13.30,17/01/2010,,27002,CCHM,F,22,B,N24,UNKNOWN,
664.0,YS-N24/22-2200609/2009,13.30,17/01/2010,,27002,CCHM,F,22,B,N24,UNKNOWN,
665.0,YS-N24/22-2200290/2009,13.30,17/01/2010,,27002,CCHM,F,22,B,N24,UNKNOWN,
948.0,YS-N24/22-2101067/2009,17.00,13/01/2010,,32001,DDTP,F,22,B,N24,UNKNOWN,
949.0,YS-N24/22-2100709/2009,17.00,13/01/2010,,32001,DDTP,F,22,B,N24,UNKNOWN,
947.0,YS-N24/22-2200434/2009,15.30,14/01/2010,,25014,CITA,F,22,B,N24,UNKNOWN,
950.0,YS-N24/22-2101022/2009,12.30,13/01/2010,,35010,DITA,F,22,B,N24,UNKNOWN,
951.0,YS-N24/22-2200433/2009,18.30,14/01/2010,,25014,CITA,F,22,B,N24,UNKNOWN,
952.0,YS-N24/22-2100742/2009,18.30,13/01/2010,,32002,DDTP,F,22,B,N24,UNKNOWN,
953.0,YS-N24/22-2100854/2009,18.30,13/01/2010,,33001,DFAS,F,22,B,N24,UNKNOWN,
954.0,YS-N24/22-2101126/2009,18.30,14/01/2010,,35014,DITA,F,22,B,N24,UNKNOWN,
