reg_no,batchcode,lateral,course_ap1,course_ap2,course_ap3,n_reg_no_1,course_ad1,batch_no_1,n_reg_no_2,course_ad2,batch_no_2,n_reg_no_3,course_ad3,batch_no_3,Session,ses_half,already_dip,Centre,USER
YS-N24/45-4300033/2015,33,,ADFAS,,,YS-N24/47-4300033/2016,ADFAS,43051,,,,,,,,A,N,,PROMITA
YS-N24/45-4300629/2015,33,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300152/2015,32,,CITA(LAT),,,YS-N24/46-4600135/2015,CITA(LAT),25004,,,,,,,,A,N,,saheli
YS-N24/45-4300164/2015,33,,ADFAS,,,YS-N24/47-4300164/2016,ADFAS,43051,,,,,,,,A,N,,PROMITA
YS-N24/45-4300165/2015,33,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300089/2015,33,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300044/2015,33,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300126/2015,33,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300068/2015,33,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300114/2015,33,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300099/2015,33,,ADFAS,,,YS-N24/47-4300099/2016,ADFAS,43051,,,,,,,,A,N,,PROMITA
YS-N24/45-4300101/2015,33,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-1601163/2015,45,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300060/2015,35,,ADITA,,,YS-N24/47-4300060/2016,ADITA,45051,,,,,,,,A,N,,PROMITA
YS-N24/45-4300124/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300108/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300169/2015,33,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4100115/2015,43,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4100234/2015,43,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4100118/2015,45,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4100116/2015,43,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300063/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300170/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300039/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300071/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4500001/2015,25,,DITA,,,YS-N24/47-4500001/2016,DITA,35052,,,,,,,,A,N,,saheli
YS-N24/45-4500002/2015,25,,DITA,,,YS-N24/47-4500002/2016,DITA,35052,,,,,,,,A,N,,saheli
YS-N24/45-4300147/2015,35,,ADITA,,,YS-N24/47-4300147/2016,ADITA,45051,,,,,,,,A,N,,saheli
YS-N24/45-4500003/2015,27,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300020/2015,35,,ADITA,,,YS-N24/47-4300020/2016,ADITA,45051,,,,,,,,A,N,,PROMITA
YS-N24/45-4300003/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300016/2015,35,,ADITA,,,YS-N24/47-4300016/2016,ADITA,45051,,,,,,,,A,N,,PROMITA
YS-N24/45-4300002/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300001/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300183/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300180/2015,35,,ADITA,,,YS-N24/47-4300180/2016,ADITA,45052,,,,,,,,A,N,,PROMITA
YS-N24/45-4300051/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300041/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300064/2015,35,,ADITA,,,YS-N24/47-4300064/2016,ADITA,45052,,,,,,,,A,N,,PROMITA
YS-N24/45-4300066/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4100153/2015,45,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4500004/2015,27,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300004/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300087/2015,33,,ADFAS,,,YS-N24/47-4300087/2016,ADFAS,43051,,,,,,,,A,N,,saheli
YS-N24/45-4300086/2015,33,,ADFAS,,,YS-N24/47-4300086/2016,ADFAS,43051,,,,,,,,A,N,,saheli
YS-N24/45-3500503/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4100136/2015,45,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300085/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300122/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300088/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300144/2015,33,,ADFAS,,,YS-N24/47-4300144/2016,ADFAS,43051,,,,,,,,A,N,,PROMITA
YS-N24/45-4100004/2015,45,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4100171/2015,45,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4500005/2015,27,,DCHM,,,YS-N24/47-4500005/2016,DCHM,37051,,,,,,,,A,N,,PROMITA
YS-N24/45-4300057/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4100154/2015,43,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4500006/2015,25,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4500007/2015,25,,DITA,,,YS-N24/47-4500007/2016,DITA,35051,,,,,,,,A,N,,saheli
YS-N24/45-4100099/2015,45,,CITA(LAT),,,YS-N24/46-4600147/2015,CITA(LAT),25001,,,,,,,,A,N,,saheli
YS-N24/45-4500008/2015,25,,CFAS(LAT),,,YS-N24/48-4800569/2016,CFAS(LAT),23003,,,,,,,,A,N,,saheli
YS-N24/45-4500009/2015,25,,DITA,,,YS-N24/47-4500009/2016,DITA,35052,,,,,,,,A,N,,saheli
YS-N24/45-3700114/2015,43,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4100002/2015,45,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4100015/2015,45,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4100018/2015,45,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4500010/2015,27,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4500011/2015,22,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4500012/2015,22,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-3200299/2015,35,,ADITA,,,YS-N24/47-3200299/2016,ADITA,45052,,,,,,,,A,N,,PROMITA
YS-N24/45-4500013/2015,25,,CDTP(LAT),,,YS-N24/48-4800592/2016,CDTP(LAT),22002,,,,,,,,A,N,,saheli
YS-N24/45-4100221/2015,33,,ADFAS,,,YS-N24/47-4100221/2016,ADFAS,43051,,,,,,,,A,N,,PROMITA
YS-N24/45-4300021/2015,35,,ADITA,,,YS-N24/47-4300021/2016,ADITA,45052,,,,,,,,A,N,,PROMITA
YS-N24/45-4300131/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300059/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300049/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300050/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300038/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4500014/2015,25,,DITA,,,YS-N24/47-4500014/2016,DITA,35051,,,,,,,,A,N,,saheli
YS-N24/45-4500015/2015,25,,DITA,,,YS-N24/47-4500015/2016,DITA,35053,,,,,,,,A,N,,PROMITA
YS-N24/45-4300163/2015,32,,CITA(LAT),,,YS-N24/46-4600136/2015,CITA(LAT),25004,,,,,,,,A,N,,saheli
YS-N24/45-4300023/2015,33,,ADFAS,,,YS-N24/48-4300023/2016,ADFAS,43001,,,,,,,,A,N,,PROMITA
YS-N24/45-4300075/2015,33,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4500016/2015,23,,DFAS,,,YS-N24/47-4500016/2016,DFAS,33051,,,,,,,,A,Y,,saheli
YS-N24/45-4500017/2015,23,,DFAS,,,YS-N24/47-4500017/2016,DFAS,33051,,,,,,,,A,Y,,saheli
YS-N24/45-4500018/2015,23,,ADFAS,,,YS-N24/47-4500018/2016,ADFAS,33051,,,,,,,,A,Y,,saheli
YS-N24/45-4500019/2015,22,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4500020/2015,23,,DFAS,,,YS-N24/47-4500020/2016,DFAS,33051,,,,,,,,A,Y,,saheli
YS-N24/45-4500021/2015,27,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300246/2015,35,,ADITA,,,YS-N24/47-4300246/2016,ADITA,45051,,,,,,,,A,N,,PROMITA
YS-N24/45-4100063/2015,45,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300272/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4100024/2015,45,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300280/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300209/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4500022/2015,25,,CDTP(LAT),,,YS-N24/48-4800567/2016,CDTP(LAT),22002,,,,,,,,A,N,,saheli
YS-N24/45-4100035/2015,45,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300228/2015,35,,ADITA,,,YS-N24/47-4300228/2016,ADITA,45051,,,,,,,,A,N,,saheli
YS-N24/45-4300227/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4500023/2015,25,,DITA,,,YS-N24/47-4500023/2016,DITA,35051,,,,,,,,A,N,,saheli
YS-N24/45-4500024/2015,25,,CCHM(LAT),,,YS-N24/49-4900015/2016,CCHM(LAT),27051,,,,,,,,A,N,,PROMITA
YS-N24/45-4300469/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4100032/2015,45,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4500025/2015,27,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4500026/2015,27,,DCHM,,,YS-N24/47-4500026/2016,DCHM,37051,,,,,,,,A,N,,saheli
YS-N24/45-4300015/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4100144/2015,45,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4100143/2015,45,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300374/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4500027/2015,23,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300599/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300196/2015,32,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300567/2015,35,,ADITA,,,YS-N24/47-4300567/2016,ADITA,45051,,,,,,,,A,N,,PROMITA
YS-N24/45-4300583/2015,35,,ADITA,,,YS-N24/47-4300583/2016,ADITA,45051,,,,,,,,A,N,,PROMITA
YS-N24/45-4300307/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4500028/2015,35,,CFAS(L),,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4500029/2015,25,,DITA,,,YS-N24/47-4500029/2016,DITA,35051,,,,,,,,A,N,,saheli
YS-N24/45-4100047/2015,45,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4100156/2015,45,,CDTP(LAT),,,YS-N24/46-4600133/2015,CDTP(LAT),22001,,,,,,,,A,N,,saheli
YS-N24/45-4300542/2015,35,,CFAS(LAT),,,YS-N24/46-4600138/2015,CFAS(LAT),23001,,,,,,,,A,N,,saheli
YS-N24/45-4300543/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4500030/2015,22,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300308/2015,35,,ADITA,,,YS-N24/47-4300308/2016,ADITA,45052,,,,,,,,A,N,,saheli
YS-N24/45-4300330/2015,35,,ADITA,,,YS-N24/47-4300330/2016,ADITA,45052,,,,,,,,A,N,,PROMITA
YS-N24/45-4300293/2015,35,,ADITA,,,YS-N24/47-4300293/2016,ADITA,45052,,,,,,,,A,N,,saheli
YS-N24/45-4300515/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300626/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300511/2015,35,,ADITA,,,YS-N24/47-4300511/2016,ADITA,45051,,,,,,,,A,N,,saheli
YS-N24/45-4300512/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300303/2015,35,,ADITA,,,YS-N24/47-4300303/2016,ADITA,45051,,,,,,,,A,N,,saheli
YS-N24/45-4300346/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300302/2015,35,,ADITA,,,YS-N24/47-4300302/2016,ADITA,45052,,,,,,,,A,N,,PROMITA
YS-N24/45-4300305/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4500031/2015,25,,CFAS(LAT),,,YS-N24/48-4800590/2016,CFAS(LAT),23003,,,,,,,,A,N,,saheli
YS-N24/45-4300031/2015,45,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300443/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300415/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300300/2015,35,,ADITA,,,YS-N24/47-4300300/2016,ADITA,45051,,,,,,,,A,N,,saheli
YS-N24/45-4300255/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300220/2015,35,,ADITA,,,YS-N24/47-4300220/2016,ADITA,45051,,,,,,,,A,N,,saheli
YS-N24/45-4300396/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300403/2015,35,,ADITA,,,YS-N24/47-4300403/2016,ADITA,45051,,,,,,,,A,N,,PROMITA
YS-N24/45-4300447/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300401/2015,35,,ADITA,,,YS-N24/47-4300401/2016,ADITA,45051,,,,,,,,A,N,,saheli
YS-N24/45-4500032/2015,25,,CFAS(LAT),,,YS-N24/55-5500101/2018,CFAS(LAT),23051,,,,,,,,A,N,,PROMITA
YS-N24/45-4500033/2015,25,,DITA,,,YS-N24/47-4500033/2016,DITA,35051,,,,,,,,A,N,,saheli
YS-N24/45-4300047/2015,35,,ADITA,,,YS-N24/47-4300047/2016,ADITA,45052,,,,,,,,A,N,,PROMITA
YS-N24/45-4300048/2015,35,,ADITA,,,YS-N24/47-4300048/2016,ADITA,45052,,,,,,,,A,N,,PROMITA
YS-N24/45-4300065/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300367/2015,35,,ADITA,,,YS-N24/47-4300367/2016,ADITA,45051,,,,,,,,A,N,,PROMITA
YS-N24/45-4300265/2015,35,,ADITA,,,YS-N24/47-4300265/2016,ADITA,45052,,,,,,,,A,N,,PROMITA
YS-N24/45-4300577/2015,35,,ADITA,,,YS-N24/47-4300577/2016,ADITA,45051,,,,,,,,A,N,,PROMITA
YS-N24/45-4500034/2015,25,,DITA,,,YS-N24/47-4500034/2016,DITA,35052,,,,,,,,A,N,,saheli
YS-N24/45-4500035/2015,25,,DITA,,,YS-N24/47-4500035/2016,DITA,35052,,,,,,,,A,N,,saheli
YS-N24/45-4500036/2015,23,,DFAS,,,YS-N24/47-4500036/2016,DFAS,33051,,,,,,,,A,Y,,PROMITA
YS-N24/45-4300589/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300531/2015,35,,ADITA,,,YS-N24/47-4300531/2016,ADITA,45051,,,,,,,,A,N,,saheli
YS-N24/45-4500037/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300554/2015,35,,CFAS(LAT),,,YS-N24/46-4600134/2015,CFAS(LAT),23001,,,,,,,,A,N,,saheli
YS-N24/45-4300187/2015,32,,CITA(LAT),,,YS-N24/46-4600149/2015,CITA(LAT),25004,,,,,,,,A,N,,saheli
YS-N24/45-4300376/2015,35,,ADITA,,,YS-N24/47-4300376/2016,ADITA,45051,,,,,,,,A,N,,PROMITA
YS-N24/45-4300335/2015,35,,ADITA,,,YS-N24/47-4300335/2016,ADITA,45051,,,,,,,,A,N,,PROMITA
YS-N24/45-4300334/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300407/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300479/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300466/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300480/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300216/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300598/2015,33,,ADFAS,,,YS-N24/47-4300598/2016,ADFAS,43051,,,,,,,,A,N,,PROMITA
YS-N24/45-4300617/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300585/2015,35,,ADITA,,,YS-N24/47-4300585/2016,ADITA,45051,,,,,,,,A,N,,PROMITA
YS-N24/45-4300578/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300623/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4100114/2015,45,,CFAS(LAT),,,YS-N24/46-4600137/2015,CFAS(LAT),23001,,,,,,,,A,N,,saheli
YS-N24/45-4300493/2015,35,,ADITA,,,YS-N24/47-4300493/2016,ADITA,45052,,,,,,,,A,N,,saheli
YS-N24/45-4300465/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4500038/2015,25,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300235/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300278/2015,35,,ADITA,,,YS-N24/47-4300278/2016,ADITA,45051,,,,,,,,A,N,,saheli
YS-N24/45-4300254/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300299/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300462/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4500039/2015,25,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300555/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300506/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300319/2015,35,,ADITA,,,YS-N24/47-4300319/2016,ADITA,45051,,,,,,,,A,N,,PROMITA
YS-N24/45-4300030/2015,45,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4500040/2015,25,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4500041/2015,25,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4500042/2015,25,,CFAS(LAT),,,YS-N24/48-4800568/2016,CFAS(LAT),23003,,,,,,,,A,N,,saheli
YS-N24/45-4300262/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-3200232/2015,35,,ADITA,,,YS-N24/47-3200232/2016,ADITA,45051,,,,,,,,A,N,,PROMITA
YS-N24/45-4300298/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4500043/2015,25,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4500044/2015,25,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300582/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4500045/2015,25,,CFAS(LAT),,,YS-N24/48-4800570/2016,CFAS(LAT),23003,,,,,,,,A,Y,,PROMITA
YS-N24/45-4300510/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300539/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300267/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300268/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300613/2015,35,,ADITA,,,YS-N24/47-4300613/2016,ADITA,45051,,,,,,,,A,N,,saheli
YS-N24/45-4300352/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4500046/2015,25,,DITA,,,YS-N24/47-4500046/2016,DITA,35051,,,,,,,,A,N,,saheli
YS-N24/45-4300624/2015,35,,ADITA,,,YS-N24/47-4300624/2016,ADITA,45051,,,,,,,,A,N,,saheli
YS-N24/45-4300336/2015,35,,ADITA,,,YS-N24/52-4300336/2017,ADITA,45002,,,,,,,,A,N,,PROMITA
YS-N24/45-4300394/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4500047/2015,25,,DITA,,,YS-N24/47-4500047/2016,DITA,35052,,,,,,,,A,Y,,PROMITA
YS-N24/45-4300372/2015,35,,ADITA,,,YS-N24/47-4300372/2016,ADITA,45051,,,,,,,,A,N,,saheli
YS-N24/45-4300318/2015,35,,ADITA,,,YS-N24/47-4300318/2016,ADITA,45051,,,,,,,,A,N,,saheli
YS-N24/45-4500048/2015,25,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300260/2015,35,,ADITA,,,YS-N24/47-4300260/2016,ADITA,45051,,,,,,,,A,N,,saheli
YS-N24/45-4300219/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300221/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300245/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300222/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300438/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300408/2015,35,,ADITA,,,YS-N24/47-4300408/2016,ADITA,45051,,,,,,,,A,N,,saheli
YS-N24/45-4300340/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4500049/2015,23,,DFAS,,,YS-N24/47-4500049/2016,DFAS,33051,,,,,,,,A,N,,saheli
YS-N24/45-4500050/2015,23,,DFAS,,,YS-N24/47-4500050/2016,DFAS,33051,,,,,,,,A,N,,PROMITA
YS-N24/45-4300499/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300450/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300211/2015,35,,ADITA,,,YS-N24/47-4300211/2016,ADITA,45052,,,,,,,,A,N,,PROMITA
YS-N24/45-4500051/2015,23,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300532/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300622/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4500052/2015,25,,DITA,,,YS-N24/47-4500052/2016,DITA,35052,,,,,,,,A,N,,saheli
YS-N24/45-4500053/2015,25,,DITA,,,YS-N24/47-4500053/2016,DITA,35052,,,,,,,,A,N,,saheli
YS-N24/45-4500054/2015,23,,DFAS,,,YS-N24/47-4500054/2016,DFAS,33051,,,,,,,,A,N,,PROMITA
YS-N24/45-4100005/2015,45,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300405/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4500055/2015,25,,DITA,,,YS-N24/47-4500055/2016,DITA,35052,,,,,,,,A,N,,saheli
YS-N24/45-4300363/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300461/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300540/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300437/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300212/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300007/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300270/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4500056/2015,25,,DITA,,,YS-N24/49-4500056/2016,DITA,35053,,,,,,,,A,Y,,saheli
YS-N24/45-4300620/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300603/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300128/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300123/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300076/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4500057/2015,25,,ADITA,,,YS-N24/52-4500057/2017,ADITA,35001,,,,,,,,A,N,,PROMITA
YS-N24/45-4500058/2015,25,,CFAS(LAT),,,YS-N24/48-4800564/2016,CFAS(LAT),23001,,,,,,,,A,Y,,PROMITA
YS-N24/45-4300369/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300368/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300474/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4300473/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4500059/2015,25,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4500060/2015,25,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/45-4500061/2015,23,,DFAS,,,YS-N24/47-4500061/2016,DFAS,33051,,,,,,,,A,Y,,saheli
