reg_no,batchcode,lateral,course_ap1,course_ap2,course_ap3,n_reg_no_1,course_ad1,batch_no_1,n_reg_no_2,course_ad2,batch_no_2,n_reg_no_3,course_ad3,batch_no_3,Session,ses_half,already_dip,Centre,USER
YS-N24/30-3000017/2011,25,,DITA,,,YS-N24/32-3000017/2012,DITA,35002,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000018/2011,25,,DITA,,,YS-N24/32-3000018/2012,DITA,35002,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000019/2011,25,,DITA,,,YS-N24/32-3000019/2012,DITA,35002,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000020/2011,25,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000021/2011,25,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000022/2011,25,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000023/2011,25,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000024/2011,25,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000025/2011,25,,DITA,,,,,,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000026/2011,25,,DITA,,,YS-N24/32-3000026/2012,DITA,35003,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000027/2011,27,L,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000028/2011,27,L,DCHM,,,YS-N24/32-3000028/2012,DCHM,37001,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000029/2011,25,,DITA,,,YS-N24/32-3000029/2012,DITA,35003,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000030/2011,25,,DITA,,,YS-N24/32-3000030/2012,DITA,35003,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000031/2011,27,,DCHM,,,YS-N24/32-3000031/2012,DCHM,37001,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000032/2011,22,,DDTP,,,YS-N24/32-3000032/2012,DDTP,32001,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000033/2011,27,L,DCHM,,,YS-N24/32-3000033/2012,DCHM,37001,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000034/2011,27,L,,,,YS-N24/32-3000034/2012,,37001,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000035/2011,23,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000036/2011,23,,DFAS,,,YS-N24/32-3000036/2012,DFAS,33001,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000037/2011,22,,DDTP,,,YS-N24/32-3000037/2012,DDTP,32001,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000038/2011,22,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000039/2011,25,,DITA,,,YS-N24/32-3000039/2012,DITA,35001,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000040/2011,27,L,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000041/2011,25,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000042/2011,25,,DITA,,,YS-N24/32-3000042/2012,DITA,35002,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000043/2011,25,,DITA,,,YS-N24/32-3000043/2012,DITA,35002,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000044/2011,25,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000045/2011,25,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000046/2011,25,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000047/2011,25,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000048/2011,25,,DITA,,,YS-N24/32-3000048/2012,DITA,35004,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000049/2011,27,L,DCHM,,,YS-N24/36-3000049/2013,DCHM,37001,,,,,,,30,A,N,N24,PROMITA
YS-N24/30-3000050/2011,25,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000051/2011,25,,ADITA,,,YS-N24/50-3000051/2016,ADITA,35003,,,,,,,30,A,N,N24,PROMITA
YS-N24/30-3000052/2011,25,,DITA,,,YS-N24/32-3000052/2012,DITA,35004,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000053/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000054/2011,25,,DITA,,,YS-N24/32-3000054/2012,DITA,35001,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000055/2011,25,,DITA,,,YS-N24/32-3000055/2012,DITA,35004,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000056/2011,25,,ADITA,,,YS-N24/32-3000056/2012,ADITA,35001,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000057/2011,25,,DITA,,,YS-N24/32-3000057/2012,DITA,35003,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000058/2011,25,,ADITA,,,YS-N24/32-3000058/2012,ADITA,35003,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000059/2011,27,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000060/2011,27,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000061/2011,25,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000062/2011,25,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000063/2011,23,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000064/2011,25,,DITA,,,YS-N24/32-3000064/2012,DITA,35004,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000065/2011,25,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000066/2011,25,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000067/2011,25,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000068/2011,25,,DITA,,,YS-N24/32-3000068/2012,DITA,35003,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000069/2011,25,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000070/2011,25,,DITA,,,YS-N24/32-3000070/2012,DITA,35004,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000071/2011,23,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000072/2011,25,,DITA,,,YS-N24/32-3000072/2012,DITA,35003,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000073/2011,25,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000074/2011,22,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000075/2011,22,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000076/2011,23,,DFAS,,,YS-N24/38-3000076/2013,DFAS,33002,,,,,,,30,A,N,N24,cic
YS-N24/30-3000077/2011,23,,DFAS,,,YS-N24/40-3000077/2014,DFAS,33001,,,,,,,30,A,N,N24,cic
YS-N24/30-3000078/2011,25,,DITA,,,YS-N24/32-3000078/2012,DITA,35001,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000079/2011,25,,DITA,,,YS-N24/32-3000079/2012,DITA,35001,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000080/2011,25,,DITA,,,YS-N24/32-3000080/2012,DITA,35003,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000081/2011,22,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000082/2011,25,,DITA,,,YS-N24/32-3000082/2012,DITA,35001,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000083/2011,25,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000084/2011,25,,DITA,,,YS-N24/32-3000084/2012,DITA,35005,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000085/2011,25,,DITA,,,YS-N24/32-3000085/2012,DITA,35003,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000086/2011,25,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000087/2011,22,,DDTP,,,,,,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000088/2011,25,,DITA,,,YS-N24/32-3000088/2012,DITA,35004,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000089/2011,25,,DITA,,,YS-N24/32-3000089/2012,DITA,35002,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000090/2011,22,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000091/2011,23,,,,,YS-N24/32-3000091/2012,,33001,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000092/2011,25,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000093/2011,25,,DITA,,,YS-N24/32-3000093/2012,DITA,35005,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000094/2011,22,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000095/2011,25,,DITA,,,YS-N24/32-3000095/2012,DITA,35004,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000096/2011,25,,DITA,,,YS-N24/32-3000096/2012,DITA,35004,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000097/2011,25,,DITA,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000098/2011,27,L,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000099/2011,27,L,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000100/2011,25,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000101/2011,25,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000102/2011,25,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000103/2011,25,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000104/2011,25,,DITA,,,YS-N24/32-3000104/2012,DITA,35002,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000105/2011,25,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000106/2011,25,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000107/2011,25,,DITA,,,YS-N24/32-3000107/2012,DITA,35005,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000108/2011,25,,DITA,,,YS-N24/32-3000108/2012,DITA,35005,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000109/2011,23,,DFAS,,,YS-N24/32-3000109/2012,DFAS,33001,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000110/2011,23,,DFAS,,,YS-N24/32-3000110/2012,DFAS,33001,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000111/2011,23,,DFAS,,,YS-N24/32-3000111/2012,DFAS,33001,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000112/2011,25,,DITA,,,YS-N24/32-3000112/2012,DITA,35004,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000113/2011,27,,,,,YS-N24/32-3000113/2012,,37001,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000114/2011,25,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000115/2011,25,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000116/2011,25,,DITA,,,YS-N24/32-3000116/2012,DITA,35005,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000117/2011,25,,DITA,,,YS-N24/32-3000117/2012,DITA,35005,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000118/2011,25,,DITA,,,YS-N24/32-3000118/2012,DITA,35005,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000119/2011,25,,DITA,,,YS-N24/32-3000119/2012,DITA,35003,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000120/2011,27,,DCHM,,,YS-N24/32-3000120/2012,DCHM,37001,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000121/2011,27,,DCHM,,,,,,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000122/2011,27,,DCHM,,,,,,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000123/2011,25,,DITA,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000124/2011,25,,DITA,,,YS-N24/32-3000124/2012,DITA,35004,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000125/2011,25,,DITA,,,YS-N24/32-3000125/2012,DITA,35001,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000126/2011,25,,CCHM(LAT),,,YS-N24/34-3400207/2012,CCHM(LAT),27001,,,,,,,30,A,N,N24,Debjani
YS-N24/30-3000127/2011,27,,DCHM,,,YS-N24/32-3000127/2012,DCHM,37001,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000128/2011,25,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000129/2011,25,,DITA,,,YS-N24/32-3000129/2012,DITA,35004,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000130/2011,25,,DITA,,,YS-N24/32-3000130/2012,DITA,35001,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000131/2011,25,,DITA,,,,,,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-1901342/2011,35,,ADITA,,,YS-N24/32-1901342/2012,ADITA,45001,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800215/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800315/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800329/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800391/2011,33,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800415/2011,35,,ADITA,,,YS-N24/32-2800415/2012,ADITA,45001,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800442/2011,33,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800445/2011,32,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800483/2011,32,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000132/2011,25,,DITA,,,YS-N24/32-3000132/2012,DITA,35004,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000133/2011,25,,DITA,,,YS-N24/32-3000133/2012,DITA,35004,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000134/2011,27,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000135/2011,27,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000136/2011,27,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000137/2011,27,,DCHM,,,YS-N24/32-3000137/2012,DCHM,37001,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000138/2011,25,,DITA,,,YS-N24/32-3000138/2012,DITA,35003,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000139/2011,25,,DITA,,,YS-N24/32-3000139/2012,DITA,35001,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000140/2011,25,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000141/2011,25,,DITA,,,YS-N24/32-3000141/2012,DITA,35004,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000142/2011,25,,CDTP(LAT),,,YS-N24/38-3800233/2013,CDTP(LAT),22001,,,,,,,30,A,N,N24,sharbani
YS-N24/30-3000143/2011,25,,DITA,,,YS-N24/32-3000143/2012,DITA,35004,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000144/2011,25,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000145/2011,25,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000146/2011,25,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000147/2011,25,,DITA,,,YS-N24/32-3000147/2012,DITA,35001,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000148/2011,25,,DITA,,,YS-N24/32-3000148/2012,DITA,35005,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000149/2011,25,,DITA,,,YS-N24/32-3000149/2012,DITA,35005,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000150/2011,27,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000151/2011,25,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000152/2011,25,,DITA,,,YS-N24/32-3000152/2012,DITA,35004,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000153/2011,25,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000154/2011,25,,DITA,,,YS-N24/32-3000154/2012,DITA,35005,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000155/2011,27,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000156/2011,25,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000157/2011,25,,DITA,,,YS-N24/32-3000157/2012,DITA,35005,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000158/2011,25,,DITA,,,YS-N24/32-3000158/2012,DITA,35005,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000159/2011,25,,DITA,,,YS-N24/32-3000159/2012,DITA,35005,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000160/2011,27,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000161/2011,27,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000162/2011,25,,DITA,,,YS-N24/32-3000162/2012,DITA,35002,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000163/2011,23,,DFAS,,,YS-N24/32-3000163/2012,DFAS,33001,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000164/2011,23,,DFAS,,,YS-N24/32-3000164/2012,DFAS,33001,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000165/2011,25,,DITA,,,YS-N24/32-3000165/2012,DITA,35002,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000166/2011,25,,DITA,,,YS-N24/32-3000166/2012,DITA,35005,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000167/2011,25,,DITA,CDTP(L),,YS-N24/32-3000167/2012,DITA,35004,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000168/2011,25,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000169/2011,22,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000170/2011,25,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000171/2011,25,,DITA,,,YS-N24/32-3000171/2012,DITA,35001,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000172/2011,25,,DITA,,,YS-N24/32-3000172/2012,DITA,35005,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000173/2011,25,,CFAS(LAT),,,YS-N24/36-3600650/2013,CFAS(LAT),23003,,,,,,,30,A,Y,N24,PROMITA
YS-N24/30-3000174/2011,25,,DITA,,,YS-N24/32-3000174/2012,DITA,35001,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000175/2011,25,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000176/2011,25,,DITA,,,YS-N24/32-3000176/2012,DITA,35001,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000177/2011,25,,DITA,,,YS-N24/32-3000177/2012,DITA,35001,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000178/2011,25,,DITA,,,YS-N24/32-3000178/2012,DITA,35004,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000179/2011,25,,DITA,,,YS-N24/32-3000179/2012,DITA,35002,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000180/2011,23,,DFAS,,,YS-N24/32-3000180/2012,DFAS,33001,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000181/2011,25,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000182/2011,25,,DITA,,,YS-N24/32-3000182/2012,DITA,35005,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000183/2011,25,,DITA,,,YS-N24/32-3000183/2012,DITA,35005,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000184/2011,25,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000185/2011,25,,DITA,,,YS-N24/32-3000185/2012,DITA,35001,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000186/2011,27,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000187/2011,25,,DITA,,,YS-N24/32-3000187/2012,DITA,35001,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000188/2011,27,,DCHM,,,YS-N24/32-3000188/2012,DCHM,37001,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000189/2011,25,,DITA,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000190/2011,23,,DFAS,,,YS-N24/32-3000190/2012,DFAS,33001,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000191/2011,25,,DITA,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000192/2011,25,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000193/2011,25,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000194/2011,25,,DITA,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000195/2011,25,,DITA,,,YS-N24/32-3000195/2012,DITA,35002,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000196/2011,25,,DITA,,,YS-N24/32-3000196/2012,DITA,35002,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000197/2011,23,,ADFAS,,,,,,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000198/2011,22,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000199/2011,25,L,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000200/2011,22,L,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000201/2011,22,L,DDTP,,,YS-N24/32-3000201/2012,DDTP,32001,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000202/2011,22,L,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000203/2011,22,L,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000204/2011,23,L,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000205/2011,23,L,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000206/2011,22,L,DDTP,,,YS-N24/40-3000206/2014,DDTP,32001,,,,,,,30,A,N,N24,Saraswati
YS-N24/30-3000207/2011,22,L,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000208/2011,22,L,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000209/2011,22,L,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000210/2011,22,L,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000211/2011,22,L,DDTP,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000212/2011,22,L,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000213/2011,25,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000214/2011,23,L,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000215/2011,22,L,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000216/2011,22,L,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000217/2011,22,L,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000218/2011,22,L,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000219/2011,22,L,DDTP,,,YS-N24/32-3000219/2012,DDTP,32001,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000220/2011,22,L,DDTP,,,YS-N24/32-3000220/2012,DDTP,32001,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000221/2011,22,L,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
