reg_no,batchcode,lateral,course_ap1,course_ap2,course_ap3,n_reg_no_1,course_ad1,batch_no_1,n_reg_no_2,course_ad2,batch_no_2,n_reg_no_3,course_ad3,batch_no_3,Session,ses_half,already_dip,Centre,USER
YS-N24/30-2800029/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800032/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800034/2011,34,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800035/2011,32,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800037/2011,35,,ADITA,,,YS-N24/32-2800037/2012,ADITA,45001,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800039/2011,32,,CCHM,,,YS-N24/32-3200016/2012,CCHM,27001,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800040/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800041/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800042/2011,32,,CFAS(LAT),,,YS-N24/31-3100212/2012,CFAS(LAT),23051,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800043/2011,32,,CFAS(LAT),,,YS-N24/31-3100213/2012,CFAS(LAT),23051,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800044/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800045/2011,35,,ADITA,CFAS(L),,YS-N24/32-2800045/2012,ADITA,45001,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800046/2011,35,,ADITA,,,YS-N24/32-2800046/2012,ADITA,45001,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800049/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800051/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800054/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800057/2011,37,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800058/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800062/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800064/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800067/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800068/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800071/2011,35,,ADITA,,,YS-N24/32-2800071/2012,ADITA,45002,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800073/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800075/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800077/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800078/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800079/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800080/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800083/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800087/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800088/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800089/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800090/2011,32,,CCHM,,,YS-N24/32-3200001/2012,CCHM,27001,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800095/2011,37,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800097/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800098/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800099/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800102/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800104/2011,37,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800105/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800106/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800113/2011,32,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800117/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800118/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800119/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800122/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800124/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800127/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800129/2011,35,,ADITA,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800131/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800132/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800133/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800134/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800136/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800140/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800144/2011,35,,CDTP(LAT),CFAS(L),,YS-N24/31-3100203/2012,CDTP(LAT),22051,YS-N24/31-3100205/2012,CFAS(L),23051,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800145/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800146/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800147/2011,35,,ADITA,,,YS-N24/32-2800147/2012,ADITA,45001,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800148/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800149/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800151/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800152/2011,35,,ADITA,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800153/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800156/2011,32,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800157/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800163/2011,35,,ADITA,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800171/2011,35,,CDTP(LAT),,,YS-N24/31-3100196/2012,CDTP(LAT),22051,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800172/2011,35,,CDTP(LAT),,,YS-N24/31-3100197/2012,CDTP(LAT),22051,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800177/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800178/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800179/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800181/2011,35,,ADITA,,,YS-N24/32-2800181/2012,ADITA,45001,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800182/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800183/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800184/2011,35,,ADITA,,,YS-N24/32-2800184/2012,ADITA,45002,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800185/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800187/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800190/2011,35,,ADITA,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800191/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800194/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800197/2011,37,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800198/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800200/2011,35,,ADITA,,,YS-N24/32-2800200/2012,ADITA,45002,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800201/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800202/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800204/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800205/2011,35,,ADITA,,,YS-N24/43-2800205/2015,ADITA,45051,,,,,,,30,A,N,N24,PROMITA
YS-N24/30-2800206/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800212/2011,33,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800213/2011,35,,ADITA,,,YS-N24/32-2800213/2012,ADITA,45001,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800217/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800219/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800220/2011,37,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800223/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800229/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800231/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800232/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800233/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800236/2011,33,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800238/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800244/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800246/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800247/2011,35,,CDTP(LAT),,,YS-N24/31-3100202/2012,CDTP(LAT),22051,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800249/2011,35,,CDTP(LAT),,,YS-N24/31-3100201/2012,CDTP(LAT),22051,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800251/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800253/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800254/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800255/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800260/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800261/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800262/2011,32,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800263/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800264/2011,33,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800265/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800266/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800267/2011,32,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800268/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800272/2011,35,,ADITA,,,YS-N24/32-2800272/2012,ADITA,45002,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800273/2011,35,,CFAS(LAT),,,YS-N24/31-3100206/2012,CFAS(LAT),23051,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800274/2011,35,,CFAS(LAT),,,YS-N24/31-3100207/2012,CFAS(LAT),23051,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800280/2011,35,,ADITA,,,YS-N24/32-2800280/2012,ADITA,45001,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800282/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800283/2011,35,,ADITA,,,YS-N24/32-2800283/2012,ADITA,45002,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800286/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800287/2011,35,,ADITA,,,YS-N24/32-2800287/2012,ADITA,45001,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800288/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800290/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800291/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800292/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800293/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800294/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800296/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800297/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800300/2011,35,,ADITA,,,YS-N24/32-2800300/2012,ADITA,45002,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800301/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800302/2011,35,,CFAS(L),,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800305/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800306/2011,33,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800307/2011,35,,ADITA,,,YS-N24/32-2800307/2012,ADITA,45002,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800308/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800309/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800314/2011,35,,ADITA,,,YS-N24/32-2800314/2012,ADITA,45002,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800316/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800319/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800320/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800322/2011,35,,ADITA,,,YS-N24/36-2800322/2013,ADITA,45001,,,,,,,30,A,N,N24,cic
YS-N24/30-2800324/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800326/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800327/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800330/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800332/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800333/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800334/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800335/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800336/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800337/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800338/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800339/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800341/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800342/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800343/2011,35,,ADITA,,,YS-N24/32-2800343/2012,ADITA,45002,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800344/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800345/2011,35,,ADITA,,,YS-N24/40-2800345/2014,ADITA,45001,,,,,,,30,A,N,N24,PROMITA
YS-N24/30-2800346/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800353/2011,33,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800355/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800356/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800357/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800358/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800363/2011,35,,ADITA,,,YS-N24/32-2800363/2012,ADITA,45001,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800364/2011,33,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800365/2011,35,,ADITA,,,YS-N24/32-2800365/2012,ADITA,45001,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800366/2011,35,,ADITA,,,YS-N24/32-2800366/2012,ADITA,45001,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800368/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800372/2011,35,,ADITA,,,YS-N24/32-2800372/2012,ADITA,45001,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800373/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800374/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800378/2011,33,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800382/2011,35,,ADITA,,,YS-N24/32-2800382/2012,ADITA,45002,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800384/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800385/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800387/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800392/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800393/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800396/2011,35,,ADITA,,,YS-N24/32-2800396/2012,ADITA,45001,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800397/2011,35,,CCHM,,,YS-N24/32-3200009/2012,CCHM,27001,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800405/2011,35,,ADITA,,,YS-N24/32-2800405/2012,ADITA,45001,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800413/2011,35,,CDTP(LAT),,,YS-N24/31-3100209/2012,CDTP(LAT),22051,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800414/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800417/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800421/2011,33,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800426/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800427/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800430/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800431/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800437/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800438/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800439/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800441/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800443/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800444/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800446/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800447/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800448/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800449/2011,35,,ADITA,CBM,,YS-N24/32-2800449/2012,ADITA,45001,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800450/2011,35,,CDTP(LAT),,,YS-N24/31-3100210/2012,CDTP(LAT),22051,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800451/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800452/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800453/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800454/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800455/2011,35,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800457/2011,35,,ADITA,,,YS-N24/32-2800457/2012,ADITA,45001,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800458/2011,35,,CCHM,,,YS-N24/32-3200008/2012,CCHM,27001,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800465/2011,35,,ADITA,,,YS-N24/32-2800465/2012,ADITA,45001,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800467/2011,32,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800468/2011,33,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800472/2011,32,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800473/2011,33,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800477/2011,33,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800478/2011,33,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-2800479/2011,33,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000001/2011,25,,DITA,CFAS(L),,YS-N24/32-3000001/2012,DITA,35002,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000002/2011,25,,DITA,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000003/2011,25,,CFAS(LAT),,,YS-N24/51-5100460/2017,CFAS(LAT),23051,,,,,,,30,A,N,N24,PROMITA
YS-N24/30-3000004/2011,25,,,,,,,,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000005/2011,23,,DFAS,,,,,,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000006/2011,25,,DITA,,,YS-N24/32-3000006/2012,DITA,35002,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000007/2011,25,,DITA,,,YS-N24/32-3000007/2012,DITA,35002,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000008/2011,23,,DFAS,,,YS-N24/32-3000008/2012,DFAS,33001,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000009/2011,23,,DFAS,,,YS-N24/32-3000009/2012,DFAS,33001,,,,,,,30,A,N,N24,UNKNOWN
YS-N24/30-3000010/2011,23,,DFAS,,,YS-N24/32-3000010/2012,DFAS,33001,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000011/2011,25,,DITA,,,YS-N24/32-3000011/2012,DITA,35002,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000012/2011,25,,DITA,,,YS-N24/32-3000012/2012,DITA,35002,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000013/2011,25,,DITA,,,YS-N24/32-3000013/2012,DITA,35002,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000014/2011,25,,DITA,,,,,,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000015/2011,25,,DITA,,,,,,,,,,,,30,A,Y,N24,UNKNOWN
YS-N24/30-3000016/2011,25,,DITA,,,,,,,,,,,,30,A,Y,N24,UNKNOWN
